Order,Property ID,Lot Area,Street,Alley,Lot Config,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Foundation,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Central Air,Electrical,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Pool Area,Fence,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1258,535380110,5400,Pave,NA,Corner,1Fam,1Story,4,7,1940,2005,Gambrel,CompShg,VinylSd,VinylSd,PConc,Unf,0,Unf,0,672,672,GasA,Y,SBrkr,0,0,1,0,2,1,4,0,Detchd,1,308,N,88,108,0,NA,7,2008,WD ,Normal,86900
1259,535380140,10836,Pave,Grvl,Inside,1Fam,1.5Fin,5,5,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,892,892,GasA,Y,SBrkr,0,1,1,0,3,1,7,1,Detchd,4,1488,N,0,0,0,GdWo,6,2008,WD ,Normal,139000
1260,535383100,10800,Pave,Grvl,Inside,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,BrkTil,NA,0,NA,0,0,0,GasA,N,FuseA,0,0,2,0,3,2,7,0,NA,0,0,N,220,114,0,NA,8,2008,WD ,Normal,106250
1261,535402120,9247,Pave,NA,Inside,1Fam,2Story,6,6,1962,1962,Gable,CompShg,HdBoard,HdBoard,CBlock,Rec,319,Unf,0,539,858,GasA,Y,SBrkr,0,0,1,1,4,1,8,1,Attchd,2,490,Y,0,84,0,NA,3,2008,WD ,Normal,171000
1262,535403010,10180,Pave,NA,Corner,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,Plywood,CBlock,Rec,744,Unf,0,168,912,GasA,Y,SBrkr,0,1,1,1,3,1,5,1,Attchd,2,372,Y,200,48,0,GdWo,6,2008,WD ,Normal,139000
1263,535425060,11355,Pave,NA,Corner,1Fam,1Story,7,7,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,CBlock,BLQ,637,Unf,0,675,1312,GasA,Y,SBrkr,0,0,1,1,3,1,6,1,Attchd,2,495,Y,0,304,0,MnPrv,4,2008,WD ,Normal,186000
1264,535426260,10920,Pave,NA,Corner,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,CBlock,BLQ,733,Unf,0,520,1253,GasA,Y,SBrkr,1,0,1,1,2,1,5,1,Attchd,1,352,Y,0,213,0,GdWo,5,2008,WD ,Normal,157000
1265,535426350,12929,Pave,NA,Inside,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GLQ,697,Unf,0,384,1081,GasA,Y,SBrkr,1,0,1,0,3,1,5,0,CarPort,1,401,Y,36,82,0,NA,6,2008,WD ,Normal,148000
1266,535427070,27650,Pave,NA,Inside,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,CBlock,GLQ,425,Unf,0,160,585,GasA,Y,SBrkr,1,0,2,0,4,1,9,1,Attchd,2,505,Y,0,0,0,NA,11,2008,WD ,Normal,242000
1267,535451010,8892,Pave,NA,Corner,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,Stone,Unf,0,Unf,0,105,105,GasA,Y,SBrkr,0,0,1,0,3,1,5,0,Attchd,2,414,Y,196,0,0,GdWo,10,2008,WD ,Normal,116000
1268,535451050,7200,Pave,NA,Inside,1Fam,1Story,5,7,1951,1951,Gable,CompShg,MetalSd,MetalSd,CBlock,LwQ,432,Unf,0,444,876,GasA,Y,SBrkr,0,0,1,0,2,1,5,1,Detchd,2,576,Y,0,0,0,NA,2,2008,WD ,Abnorml,94000
1269,535451230,7200,Pave,NA,Inside,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,CBlock,NA,0,NA,0,0,0,GasA,Y,SBrkr,0,0,1,0,3,1,7,0,Detchd,2,420,Y,0,27,0,NA,7,2008,WD ,Normal,98300
1270,535452120,7910,Pave,NA,Inside,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,CBlock,ALQ,666,Unf,0,409,1075,GasA,Y,SBrkr,0,0,2,0,4,1,7,0,Basment,1,404,Y,0,0,0,GdWo,8,2008,WD ,Normal,127000
1271,535453020,8000,Pave,NA,Inside,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,PConc,BLQ,476,Rec,488,292,1256,GasA,Y,FuseA,1,0,1,1,3,1,6,0,Attchd,1,311,Y,0,240,0,NA,5,2008,WD ,Normal,159000
1272,535453040,8000,Pave,NA,Inside,1Fam,1Story,5,5,1962,1962,Gable,CompShg,BrkFace,MetalSd,CBlock,BLQ,520,Rec,319,188,1027,GasA,Y,SBrkr,0,1,1,0,3,1,6,0,Attchd,1,299,Y,0,0,0,NA,11,2008,WD ,Normal,125900
1273,535453210,7931,Pave,NA,Inside,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,CBlock,BLQ,374,LwQ,532,363,1269,GasA,Y,FuseA,0,0,1,1,3,1,6,1,Detchd,1,308,Y,0,0,0,NA,6,2008,WD ,Normal,155000
1274,535454150,8064,Pave,NA,Inside,1Fam,1.5Fin,6,6,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,ALQ,315,Unf,0,453,768,GasA,Y,SBrkr,0,0,2,0,3,1,5,0,Detchd,2,576,Y,108,0,0,GdWo,9,2008,WD ,Normal,138000
1275,535455060,6390,Pave,NA,Corner,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,936,936,GasA,Y,FuseA,1,0,1,0,2,1,4,0,Detchd,1,280,Y,0,0,0,GdWo,6,2008,WD ,Normal,112500
1276,535455080,7227,Pave,NA,Corner,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,832,832,GasA,Y,SBrkr,0,0,1,0,2,1,4,0,Detchd,2,528,Y,0,0,0,NA,6,2008,WD ,Normal,105500
1277,535455090,7200,Pave,NA,Inside,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,CBlock,Rec,673,Unf,0,181,854,GasA,Y,FuseA,0,0,1,0,4,1,6,0,Attchd,1,240,Y,0,0,0,MnWw,4,2008,WD ,Normal,127500
1278,535456050,8513,Pave,NA,Corner,Duplex,1Story,5,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,CBlock,Unf,0,Unf,0,1800,1800,GasA,N,SBrkr,0,0,2,0,6,2,10,0,NA,0,0,N,0,0,0,NA,11,2008,WD ,Abnorml,130000
1279,535456070,7200,Pave,NA,Inside,1Fam,1.5Fin,5,6,1955,1967,Gable,CompShg,MetalSd,MetalSd,CBlock,GLQ,370,Unf,0,398,768,GasA,Y,SBrkr,0,0,1,1,3,1,6,0,Detchd,2,480,Y,0,0,0,NA,3,2008,WD ,Normal,150000
1280,535456100,7200,Pave,NA,Inside,1Fam,1Story,5,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,825,825,GasA,Y,FuseA,0,1,1,0,2,1,4,0,Attchd,1,350,Y,0,0,0,NA,7,2008,WD ,Normal,109500
1281,535475020,7056,Pave,NA,Inside,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,CBlock,BLQ,400,Unf,0,380,780,GasA,Y,SBrkr,1,0,1,1,4,1,8,1,Attchd,2,483,Y,0,50,0,NA,10,2008,WD ,Normal,140000
1282,535476370,9760,Pave,NA,Inside,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,CBlock,GLQ,674,LwQ,106,0,780,GasA,Y,SBrkr,1,0,1,1,4,1,7,0,Attchd,2,442,Y,328,128,0,NA,6,2008,WD ,Normal,167900
1283,535477090,7590,Pave,NA,Inside,1Fam,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Unf,0,Unf,0,1117,1117,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Attchd,1,264,Y,0,0,0,NA,5,2008,COD,Normal,136870
1284,902100020,9836,Pave,Grvl,Inside,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,96,Unf,0,96,192,GasA,N,SBrkr,1,0,1,0,3,1,7,0,Detchd,1,308,Y,0,175,0,NA,12,2008,WD ,Abnorml,143000
1285,902100030,5232,Pave,Grvl,Inside,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,680,680,GasA,N,FuseP,0,0,1,0,2,1,4,0,Detchd,2,504,N,0,0,0,NA,6,2008,WD ,Normal,73000
1286,902102060,10440,Pave,Grvl,Inside,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,PConc,Unf,0,Unf,0,650,650,GasA,Y,SBrkr,0,0,2,0,3,1,8,1,Detchd,2,686,P,70,78,0,NA,6,2008,WD ,Normal,157500
1287,902103150,9184,Pave,Grvl,Inside,1Fam,1.5Fin,5,7,1948,2005,Gable,CompShg,WdShing,Wd Shng,BrkTil,Unf,0,Unf,0,780,780,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Detchd,2,400,Y,0,0,0,NA,7,2008,WD ,Normal,122600
1288,902105010,4800,Pave,Grvl,Inside,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,BrkTil,Unf,0,Unf,0,680,680,GasA,N,SBrkr,0,0,1,0,2,1,6,0,Attchd,1,330,Y,192,50,0,NA,1,2008,WD ,Normal,111000
1289,902105020,10440,Pave,Grvl,Corner,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,BrkTil,LwQ,493,Unf,0,1017,1510,GasW,Y,SBrkr,0,0,2,0,5,1,8,2,Detchd,2,520,Y,0,547,0,MnPrv,6,2008,WD ,Normal,256000
1290,902105130,4800,Pave,NA,Corner,1Fam,1Story,5,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,672,672,GasA,Y,SBrkr,0,0,1,0,2,1,4,0,Detchd,1,256,Y,0,0,0,MnPrv,8,2008,WD ,Normal,64000
1291,902107030,6000,Pave,NA,Inside,1Fam,2.5Unf,6,7,1915,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,728,728,GasA,Y,SBrkr,0,0,1,1,4,1,7,0,Detchd,1,308,N,0,0,0,NA,6,2008,WD ,Normal,139500
1292,902109080,11426,Pave,Grvl,Inside,2fmCon,1.5Fin,4,6,1910,1996,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,Unf,0,Unf,0,828,828,GasA,Y,FuseA,0,0,2,0,3,2,9,0,NA,0,0,N,0,172,0,NA,6,2008,WD ,Normal,118000
1293,902109110,11426,Pave,NA,Inside,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,PConc,Unf,0,Unf,0,1362,1362,GasA,Y,SBrkr,0,0,2,1,3,1,6,0,Detchd,2,484,N,280,238,0,NA,6,2008,WD ,Normal,200000
1294,902109120,7628,Pave,NA,Inside,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,801,801,GasA,Y,FuseA,0,0,2,0,2,1,8,0,Detchd,2,440,Y,187,0,0,NA,5,2008,WD ,Normal,119164
1295,902109160,7308,Pave,NA,Corner,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,BrkTil,Rec,360,Unf,0,576,936,GasA,N,FuseA,0,0,1,0,2,1,6,1,Detchd,1,225,N,0,0,0,NA,6,2008,WD ,Normal,122250
1296,902128075,5400,Pave,NA,Inside,1Fam,1Story,7,6,1920,2006,Gable,CompShg,Stucco,Stucco,CBlock,Unf,0,Unf,0,931,931,GasA,Y,SBrkr,0,1,1,0,2,1,5,1,NA,0,0,N,0,28,0,NA,2,2008,WD ,Normal,120000
1297,902128150,10800,Pave,Grvl,Inside,2fmCon,1.5Fin,6,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,BLQ,590,Unf,0,294,884,GasA,Y,SBrkr,0,0,2,0,3,2,8,2,Detchd,2,828,Y,0,0,0,NA,5,2008,Con,Normal,155000
1298,902134100,6756,Pave,NA,Inside,1Fam,1Story,5,6,1910,1950,Mansard,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,481,481,GasA,N,FuseA,0,0,1,0,2,1,5,0,Detchd,1,200,P,0,0,0,NA,9,2008,WD ,Normal,78000
1299,902136110,5914,Pave,Grvl,Inside,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,BrkTil,Unf,0,Unf,0,684,684,GasA,Y,SBrkr,0,0,1,0,3,1,5,0,NA,0,0,N,0,165,0,NA,9,2008,WD ,Normal,95000
1300,902201120,6000,Pave,NA,Inside,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,CBlock,ALQ,104,BLQ,169,516,789,GasA,Y,SBrkr,0,0,1,0,2,1,5,0,Detchd,1,250,Y,0,0,0,NA,4,2008,WD ,Partial,115000
1301,902201140,12000,Pave,NA,Inside,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,CBlock,GLQ,144,ALQ,608,172,924,GasA,Y,SBrkr,1,0,1,0,2,1,6,0,Attchd,2,528,Y,0,36,0,GdWo,5,2008,WD ,Normal,147000
1302,902202090,9000,Pave,NA,Corner,1Fam,1.5Fin,5,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,Rec,445,Unf,0,459,904,GasA,Y,FuseA,0,0,1,0,3,1,5,1,Detchd,3,869,Y,0,20,0,NA,6,2008,WD ,Normal,140000
1303,902205070,7311,Pave,NA,Corner,1Fam,1Story,2,5,1946,1950,Gable,CompShg,VinylSd,VinylSd,BrkTil,Unf,0,Unf,0,407,407,GasA,N,FuseA,0,0,1,0,1,1,3,0,Detchd,1,297,Y,76,0,0,NA,3,2008,WD ,Abnorml,46500
1304,902205090,6000,Pave,NA,Inside,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,CBlock,Rec,308,Unf,0,620,928,GasA,Y,FuseA,0,0,1,0,3,1,5,0,Attchd,1,288,Y,0,0,0,NA,6,2008,WD ,Normal,112500
1305,902205140,6000,Pave,NA,Corner,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,901,901,GasA,Y,SBrkr,0,0,1,0,2,1,4,0,Detchd,1,281,Y,0,0,0,NA,8,2008,WD ,Normal,107900
1306,902207120,12205,Pave,NA,Inside,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,448,448,GasA,Y,SBrkr,0,0,2,0,5,1,6,0,NA,0,0,N,0,0,0,MnPrv,12,2008,WD ,Abnorml,65000
1307,902207220,18386,Pave,NA,Inside,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,BrkTil,Unf,0,Unf,0,1470,1470,GasA,Y,SBrkr,0,0,3,0,3,1,10,1,Attchd,3,870,Y,302,0,0,NA,5,2008,WD ,Normal,295000
1308,902300110,9142,Pave,NA,Inside,2fmCon,2Story,5,5,1900,2006,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,797,797,GasA,N,FuseA,0,0,2,0,4,2,10,0,Detchd,2,420,N,192,0,0,NA,2,2008,WD ,Normal,139500
1309,902300215,12665,Pave,Grvl,Inside,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,876,876,GasA,Y,SBrkr,0,0,1,1,4,1,7,1,Detchd,3,720,Y,418,0,0,NA,6,2008,WD ,Normal,153900
1310,902300260,5350,Pave,NA,Corner,1Fam,2Story,7,8,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,BrkTil,BLQ,116,Unf,0,508,624,GasA,Y,SBrkr,0,0,1,0,3,1,7,0,Detchd,1,288,Y,0,192,0,MnPrv,3,2008,WD ,Normal,132000
1311,902301140,4571,Pave,Grvl,Inside,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,BrkTil,Unf,0,Unf,0,624,624,GasA,N,SBrkr,0,0,1,0,4,1,7,0,Detchd,3,513,Y,0,0,0,NA,5,2008,COD,Abnorml,98000
1312,902301150,9143,Pave,Grvl,Corner,1Fam,1.5Fin,5,7,1900,2003,Gable,CompShg,VinylSd,VinylSd,CBlock,Unf,0,Unf,0,346,346,GasA,Y,SBrkr,0,0,1,0,2,1,5,0,Detchd,1,308,N,0,0,0,NA,5,2008,WD ,Normal,114000
1313,902304060,9600,Pave,Grvl,Inside,2fmCon,2Story,5,5,1920,1960,Gable,CompShg,AsbShng,AsbShng,BrkTil,Rec,234,Unf,0,739,973,GasA,Y,FuseP,0,0,2,0,4,2,10,0,2Types,2,393,Y,0,0,0,NA,4,2008,WD ,Normal,130000
1314,902305080,9600,Pave,Grvl,Inside,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,BrkTil,Rec,319,Unf,0,416,735,OthW,N,SBrkr,0,0,1,1,3,1,8,1,Detchd,2,396,P,0,0,0,NA,4,2008,WD ,Normal,129500
1315,902306120,6000,Pave,Grvl,Corner,1Fam,2Story,5,9,1905,2005,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,572,572,GasA,Y,SBrkr,0,0,1,1,3,1,7,0,NA,0,0,N,240,77,0,NA,2,2008,WD ,Normal,129400
1316,902306130,9600,Pave,NA,Inside,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,BrkTil,Rec,141,Unf,0,548,689,GasA,Y,SBrkr,0,0,2,0,3,1,7,1,Detchd,2,360,N,0,0,0,NA,10,2008,WD ,Normal,161000
1317,902326060,10800,Pave,Pave,Inside,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,482,482,GasA,N,SBrkr,0,0,2,0,3,2,7,1,Detchd,2,672,Y,0,25,0,NA,4,2008,WD ,Normal,163000
1318,902328040,6300,Pave,Grvl,Inside,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,CBlock,Unf,0,Unf,0,742,742,GasA,Y,SBrkr,0,0,2,0,3,1,9,1,NA,0,0,Y,0,291,0,NA,6,2008,WD ,Normal,128000
1319,902330010,5250,Pave,Pave,Inside,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,BrkTil,LwQ,259,Unf,0,425,684,OthW,N,SBrkr,0,0,2,0,4,1,8,0,NA,0,0,Y,0,54,0,NA,12,2008,WD ,Normal,122000
1320,902401010,5700,Pave,NA,Inside,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,Unf,0,Unf,0,572,572,GasA,Y,SBrkr,0,0,1,0,2,1,5,1,Detchd,1,288,Y,0,0,0,NA,8,2008,WD ,Normal,116900
1321,902401120,13500,Pave,NA,Inside,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,1237,1237,GasA,Y,SBrkr,0,0,3,1,3,1,9,1,Detchd,2,880,Y,105,502,0,NA,7,2008,WD ,Normal,325000
1322,902402260,11340,Pave,NA,Inside,1Fam,2Story,2,1,1920,1950,Gable,CompShg,AsbShng,AsbShng,BrkTil,Unf,0,Unf,0,723,723,GasA,N,SBrkr,0,0,1,0,2,1,5,0,Detchd,2,400,N,0,24,0,NA,11,2008,ConLD,Normal,55000
1323,902405070,10800,Pave,NA,Inside,1Fam,2Story,7,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,BrkTil,Unf,0,Unf,0,1313,1313,GasW,Y,SBrkr,0,0,2,0,5,1,10,1,Detchd,2,342,Y,0,299,0,NA,12,2008,WD ,Normal,184000
1324,902406020,9750,Pave,NA,Inside,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,CBlock,Rec,200,Unf,0,784,984,GasA,Y,SBrkr,1,0,1,0,2,1,5,0,Detchd,1,308,N,0,0,0,NA,6,2008,WD ,Normal,110000
1325,902406090,12150,Pave,Grvl,Inside,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,1050,1050,GasA,N,FuseF,0,0,2,0,4,1,7,0,Attchd,1,352,Y,0,0,0,NA,11,2008,WD ,Normal,131500
1326,902427045,12702,Pave,NA,Inside,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,PConc,NA,0,NA,0,0,0,GasA,Y,FuseA,0,0,1,0,2,1,4,0,Detchd,1,308,Y,0,45,0,NA,12,2008,WD ,Normal,97000
1327,902427150,8516,Pave,NA,Inside,1Fam,1Story,4,6,1958,2006,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,869,869,GasA,Y,SBrkr,0,0,1,0,2,1,5,0,Detchd,1,308,Y,0,0,0,NA,5,2008,WD ,Normal,115500
1328,903201030,7111,Pave,NA,Inside,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,BrkTil,LwQ,406,BLQ,273,329,1008,GasA,Y,SBrkr,0,0,1,0,2,1,5,1,Detchd,1,288,Y,265,0,0,GdPrv,7,2008,WD ,Normal,138000
1329,903204010,7425,Pave,NA,Corner,1Fam,1.5Fin,7,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Unf,0,Unf,0,672,672,GasA,Y,SBrkr,0,0,1,1,3,1,8,0,Attchd,1,252,Y,210,0,0,NA,8,2008,WD ,Abnorml,108000
1330,903204095,9100,Pave,NA,Inside,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,BrkTil,Unf,0,Unf,0,742,742,GasA,Y,FuseA,0,0,1,0,2,1,4,0,Detchd,1,308,P,0,0,0,NA,8,2008,WD ,Normal,79500
1331,903206070,7010,Pave,NA,Inside,1Fam,1.5Fin,5,5,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Rec,175,Unf,0,849,1024,GasA,Y,SBrkr,0,0,2,0,3,1,6,1,Detchd,1,240,P,0,30,0,NA,7,2008,WD ,Normal,153000
1332,903225050,6130,Pave,NA,Inside,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,ALQ,784,Unf,0,0,784,GasA,Y,SBrkr,1,0,1,0,2,1,5,0,NA,0,0,Y,0,0,0,NA,5,2008,WD ,Normal,109500
1333,903225140,5000,Pave,NA,Inside,1Fam,1.5Fin,5,7,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,ALQ,600,Unf,0,72,672,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Detchd,1,240,P,0,0,0,NA,5,2008,WD ,Normal,124000
1334,903225160,5870,Pave,NA,Corner,1Fam,2Story,6,9,1900,2000,Gable,CompShg,HdBoard,HdBoard,BrkTil,Unf,0,Unf,0,554,554,GasA,Y,SBrkr,0,0,1,1,3,1,6,0,Detchd,1,200,Y,38,112,0,MnPrv,4,2008,WD ,Normal,106900
1335,903226060,6000,Pave,NA,Inside,1Fam,1.5Fin,6,7,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,ALQ,521,Unf,0,460,981,GasA,Y,SBrkr,0,0,1,1,3,1,6,1,Detchd,1,240,Y,0,11,0,GdPrv,7,2008,WD ,Normal,164900
1336,903226150,6000,Pave,NA,Inside,1Fam,1Story,5,7,1924,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unf,0,Unf,0,949,949,GasA,Y,SBrkr,0,0,1,0,2,1,5,1,Detchd,2,370,Y,0,0,0,NA,7,2008,WD ,Normal,119000
1337,903227080,6000,Pave,NA,Corner,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,BrkTil,Unf,0,Unf,0,862,862,GasA,Y,SBrkr,0,0,1,0,3,1,5,1,BuiltIn,1,208,Y,0,0,0,NA,7,2008,WD ,Normal,120000
1338,903228040,6000,Pave,NA,Inside,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Rec,201,LwQ,162,462,825,GasA,Y,SBrkr,0,0,2,0,3,1,5,0,Detchd,1,672,Y,272,0,0,GdPrv,5,2008,WD ,Normal,157000
1339,903228060,6000,Pave,NA,Inside,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,LwQ,264,Unf,0,475,739,GasA,Y,SBrkr,0,0,2,0,2,2,7,1,Detchd,1,240,Y,0,0,0,NA,4,2008,WD ,Normal,105000
1340,903228090,5000,Pave,NA,Inside,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,BrkTil,Unf,0,Unf,0,992,992,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Detchd,1,160,Y,0,0,0,NA,4,2008,WD ,Normal,113000
1341,903230110,5520,Pave,NA,FR2,1Fam,1.5Fin,5,7,1920,1997,Gable,CompShg,AsbShng,AsbShng,BrkTil,ALQ,68,Unf,0,497,565,GasA,Y,SBrkr,1,0,1,0,3,1,6,1,BuiltIn,1,355,Y,0,0,0,MnPrv,4,2008,WD ,Normal,115000
1342,903230120,5940,Pave,NA,FR3,1Fam,1Story,4,7,1946,1950,Gable,CompShg,MetalSd,CBlock,PConc,,,,,,,GasA,Y,FuseA,,,1,0,2,1,4,0,Detchd,1,280,Y,0,0,0,MnPrv,4,2008,ConLD,Abnorml,79000
1343,903231080,6240,Pave,NA,Inside,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,PConc,BLQ,80,Unf,0,624,704,GasA,Y,SBrkr,0,1,1,0,2,1,6,0,Detchd,1,336,Y,0,365,0,NA,8,2008,WD ,Normal,123000
1344,903232030,6120,Pave,NA,Inside,1Fam,1Story,5,6,1945,1995,Gable,CompShg,Plywood,Plywood,CBlock,NA,0,NA,0,0,0,GasA,N,SBrkr,0,0,1,0,1,1,6,0,Attchd,1,164,P,0,48,0,NA,6,2008,WD ,Normal,81300
1345,903232090,6240,Pave,NA,Inside,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,PConc,Unf,0,Unf,0,1078,1078,GasA,Y,SBrkr,0,0,2,0,3,1,8,1,Detchd,2,360,P,0,0,0,NA,6,2008,WD ,Normal,162900
1346,903233080,6240,Pave,NA,Inside,1Fam,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Rec,300,LwQ,240,449,989,GasA,Y,SBrkr,0,0,2,0,4,1,7,1,Detchd,2,400,Y,0,20,0,MnPrv,1,2008,WD ,Normal,150000
1347,903234090,6120,Pave,NA,Inside,1Fam,2Story,5,5,1923,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,BrkTil,LwQ,203,Unf,0,897,1100,GasA,Y,SBrkr,0,0,2,0,4,1,7,0,Detchd,2,576,Y,0,139,0,NA,10,2008,WD ,Normal,123500
